Team_Id,Team_Name,Mu,Sigma
1101,Abilene Chr,8.635081994947477,2.378878790750072
1102,Air Force,24.330665549444127,1.6548552358211026
1103,Akron,29.65542595248971,1.503069585796851
1104,Alabama,28.965679385910654,1.5264405315498804
1105,Alabama A&M,15.957518042626228,1.5832203000824676
1106,Alabama St,18.507644278745513,1.5974387446556757
1107,Albany NY,22.413679757881127,1.4831376502357085
1108,Alcorn St,13.691841621159913,1.6442010729762757
1109,Alliant Intl,25.0,8.333333333333334
1110,American Univ,25.564281918212433,1.4754452679415733
1111,Appalachian St,11.744122148749593,1.886906154934935
1112,Arizona,42.04867638640671,1.7646752812216941
1113,Arizona St,35.64691977611635,1.4970766180188217
1114,Ark Little Rock,21.40744561090973,1.5477282615013914
1115,Ark Pine Bluff,16.300095489764633,1.6309936645849623
1116,Arkansas,33.63287021080808,1.5337174901417698
1117,Arkansas St,23.705666430995652,1.576335770894632
1118,Armstrong St,25.0,8.333333333333334
1119,Army,21.942244416134244,1.4972139489451943
1120,Auburn,28.613173515215184,1.6484258580417035
1121,Augusta,25.0,8.333333333333334
1122,Austin Peay,16.510923453172868,1.5963449990630327
1123,Ball St,15.400686054869809,2.00432027313165
1124,Baylor,38.2173759286888,1.531305638606144
1125,Belmont,28.021805853169504,1.6593491888894445
1126,Bethune-Cookman,10.47186091393839,1.8467744641040953
1127,Binghamton,14.395226026506252,1.6754026228136478
1128,Birmingham So,25.0,8.333333333333334
1129,Boise St,31.222365866779636,1.5395442702768278
1130,Boston College,25.307398561993562,1.7695605493399564
1131,Boston Univ,28.4506058332239,1.54706433638313
1132,Bowling Green,22.993275799613254,1.5118796638392924
1133,Bradley,22.637605419352614,1.5706344209876775
1134,Brooklyn,25.0,8.333333333333334
1135,Brown,21.384167852032107,1.702033812483659
1136,Bryant,22.412671345594845,1.5257566090550498
1137,Bucknell,22.95517932581286,1.4431860631844613
1138,Buffalo,29.22719087725109,1.5516081289922796
1139,Butler,28.69222880247437,1.6268158254764398
1140,BYU,33.367982957940335,1.5050001208817834
1141,C Michigan,18.273703421484687,1.7263806425576105
1142,Cal Poly SLO,22.4949761632484,1.5350904982721876
1143,California,34.82231796618374,1.5216370428390333
1144,Campbell,13.940021840114069,1.5602519086697801
1145,Canisius,26.864252808252576,1.5299472492010873
1146,Cent Arkansas,12.98177119609937,1.772276121345319
1147,Centenary,25.0,8.333333333333334
1148,Central Conn,17.783758084219212,1.5539315749168305
1149,Charleston So,15.223230021432837,1.6432302876378344
1150,Charlotte,24.687759702573064,1.5106755157960352
1151,Chattanooga,19.557778717722798,1.586958309393955
1152,Chicago St,19.588719933871992,1.5307179737940575
1153,Cincinnati,38.27678299597167,1.7739855217234712
1154,Citadel,10.649024112036107,1.8449293366120871
1155,Clemson,33.852839553120525,1.564226404564635
1156,Cleveland St,29.033535448427628,1.5958421175704518
1157,Coastal Car,21.977828050914063,1.5207046630305152
1158,Col Charleston,20.30813112966943,1.5364074988629597
1159,Colgate,19.936814786894285,1.503659741900367
