Team_Id,Team_Name,Mu,Sigma
1101,Abilene Chr,15.503154115509455,1.724805719980021
1102,Air Force,23.1818446183509,1.5253497399845082
1103,Akron,30.40154312766453,1.5147030589285588
1104,Alabama,32.046866885281375,1.4906475247814197
1105,Alabama A&M,13.324519898535902,1.5556588610215518
1106,Alabama St,15.942644942177969,1.5895903861601355
1107,Albany NY,27.032105682674473,1.6369287391980665
1108,Alcorn St,17.599137556471028,1.6771070100010215
1109,Alliant Intl,25.0,8.333333333333334
1110,American Univ,19.213918357727273,1.480784590067003
1111,Appalachian St,18.977508355099665,1.6032114511229696
1112,Arizona,38.609925201833455,1.5491384419921124
1113,Arizona St,31.655462133389786,1.4919944310007596
1114,Ark Little Rock,32.017114170401356,1.9332847475398054
1115,Ark Pine Bluff,12.140781154065099,1.5904809477621733
1116,Arkansas,30.732731596694375,1.4471371921111573
1117,Arkansas St,18.813018440427232,1.552903919550285
1118,Armstrong St,25.0,8.333333333333334
1119,Army,21.735545888472014,1.4853037637974307
1120,Auburn,26.7645487839124,1.5021233932240141
1121,Augusta,25.0,8.333333333333334
1122,Austin Peay,22.575792511955676,1.4445812623375387
1123,Ball St,26.182022395584386,1.5076816055539122
1124,Baylor,37.61727623825157,1.556550965756664
1125,Belmont,25.82653846745618,1.5968398590065556
1126,Bethune-Cookman,15.590691871538985,1.5635854292562508
1127,Binghamton,15.576213941789737,1.6790473450103034
1128,Birmingham So,25.0,8.333333333333334
1129,Boise St,28.89452324968015,1.559681601533232
1130,Boston College,21.61315253303799,1.9076554941870387
1131,Boston Univ,21.930754075301053,1.491071928955388
1132,Bowling Green,23.289267651295592,1.4706348644190903
1133,Bradley,15.530152890692822,1.9691073123281615
1134,Brooklyn,25.0,8.333333333333334
1135,Brown,17.226833357922214,1.7624340660549107
1136,Bryant,13.197674678943798,1.5848710368960923
1137,Bucknell,22.267286488303927,1.5307613434182323
1138,Buffalo,28.556519207129128,1.4403937754226257
1139,Butler,37.475692730192364,1.6529379229219647
1140,BYU,30.957882900793816,1.5548782431532866
1141,C Michigan,25.475463476122613,1.493516949548919
1142,Cal Poly SLO,19.292501575852107,1.6991758827459371
1143,California,37.79611843955095,1.4783827890256331
1144,Campbell,16.848887577946567,1.5772541574451846
1145,Canisius,21.345207215747013,1.4377599139504613
1146,Cent Arkansas,12.65020528069895,1.7043695575898146
1147,Centenary,25.0,8.333333333333334
1148,Central Conn,10.800142131074614,1.7799992242711604
1149,Charleston So,14.377000293086692,1.7046959860304767
1150,Charlotte,22.92735264534796,1.5057151470787316
1151,Chattanooga,31.038096155212738,1.7856195925599565
1152,Chicago St,8.812716668237814,2.2566078815481583
1153,Cincinnati,34.42358447597649,1.623823784970433
1154,Citadel,15.218330992701658,1.6741061814351643
1155,Clemson,32.665886391538145,1.558878831875295
1156,Cleveland St,17.760881267768113,1.7226048672362533
1157,Coastal Car,23.504138392109372,1.5881972980932444
1158,Col Charleston,25.961271698061115,1.5374966976699482
1159,Colgate,19.177382461740166,1.5133392135981423
1160,Colorado,35.96540810420026,1.5207414867172655
1161,Colorado St,25.803864224023823,1.4981289472776689
1162,Columbia,27.38330090875138,1.6470656128648198
1163,Connecticut,35.280323553895634,1.490610033555715
1164,Coppin St,12.804920626494193,1.728532360702295
1165,Cornell,20.470634684328726,1.6436657126051444
1166,Creighton,33.71773452028651,1.5653511699221052
1167,CS Bakersfield,29.459795665039007,1.779648579628846
1168,CS Fullerton,17.725979259364237,1.7381801614784496
1169,CS Northridge,18.232912085342623,1.7263746711672816
1170,CS Sacramento,17.605836802695613,1.5406176342232185
1171,Dartmouth,19.542730603167314,1.6440080781189217
1172,Davidson,31.670394015225682,1.489846080151919
1173,Dayton,35.586547935591916,1.6465549692354404
1174,Delaware,17.62179591576016,1.7413328961588477
1175,Delaware St,11.48748649811251,1.7783849525163413
1176,Denver,24.431273622641548,1.5138810888084637
1177,DePaul,26.800807541001806,1.7471244269495128
1178,Detroit,24.79763322271603,1.5684181118144316
1179,Drake,16.561288804676675,1.8131536810529403
