Team_Id,Team_Name,Mu,Sigma
1101,Abilene Chr,25.0,8.333333333333334
1102,Air Force,27.20762939788663,1.7652106072204385
1103,Akron,28.179508289262134,1.4328601423660825
1104,Alabama,33.1604661060475,1.520129198581286
1105,Alabama A&M,12.890405280781753,1.7394647771568328
1106,Alabama St,16.66195777699453,1.51647005094129
1107,Albany NY,21.3074777117917,1.5256914319251929
1108,Alcorn St,7.285819253044071,1.802962736949184
1109,Alliant Intl,25.0,8.333333333333334
1110,American Univ,27.15189619721226,1.7687115115288785
1111,Appalachian St,21.831669795916238,1.5366923691772822
1112,Arizona,36.61685288952916,1.5957669570250463
1113,Arizona St,25.75759512487719,1.6076688442785838
1114,Ark Little Rock,22.973552163766822,1.432751417479288
1115,Ark Pine Bluff,10.216533778678729,1.7081449164751121
1116,Arkansas,29.301117603816515,1.5805110503144502
1117,Arkansas St,22.34332303182199,1.6007189895607932
1118,Armstrong St,25.0,8.333333333333334
1119,Army,17.445682148274688,1.5741383460389484
1120,Auburn,24.60048889160351,1.6849179313680507
1121,Augusta,25.0,8.333333333333334
1122,Austin Peay,23.109715413282444,1.6430847552013912
1123,Ball St,24.166531066682726,1.5786637919252682
1124,Baylor,31.562549434427403,1.6104452265978575
1125,Belmont,33.505422261978026,1.8899676018243639
1126,Bethune-Cookman,22.571057940942808,1.7347454933113975
1127,Binghamton,15.86998473972506,1.6175474106858243
1128,Birmingham So,25.0,8.333333333333334
1129,Boise St,27.22522278830492,1.5450714681530204
1130,Boston College,33.61072289377748,1.517018592030544
1131,Boston Univ,25.508620145930998,1.4659609564688556
1132,Bowling Green,21.917694350752768,1.4908899807057647
1133,Bradley,23.051098050420027,1.615758326645964
1134,Brooklyn,25.0,8.333333333333334
1135,Brown,20.241867467476265,1.6677547920374831
1136,Bryant,19.17389898205098,1.6633011422217043
1137,Bucknell,30.21566091267128,1.6730420498160008
1138,Buffalo,25.069298762978455,1.5282050481555378
1139,Butler,32.87787822410548,1.5244127503660514
1140,BYU,40.539569902453685,1.829438861034152
1141,C Michigan,18.508372379341797,1.6300029749920928
1142,Cal Poly SLO,22.701304357406237,1.5157699509381188
1143,California,31.29456072096936,1.529685164017912
1144,Campbell,17.180602047485614,1.5484916430387903
1145,Canisius,23.507896757385023,1.5312589429357761
1146,Cent Arkansas,9.133894044443604,2.0747972722377246
1147,Centenary,7.352825954115126,2.5396020710955884
1148,Central Conn,25.534024091742545,1.546025479111977
1149,Charleston So,19.769956014123583,1.6093303552594709
1150,Charlotte,23.13737238702883,1.5489664701021642
1151,Chattanooga,21.920881115171994,1.566191204912693
1152,Chicago St,8.243796910683958,1.8995303968975459
1153,Cincinnati,38.87270601253559,1.7203898068443735
1154,Citadel,15.947057712334212,1.6427652045299375
1155,Clemson,33.044391908974944,1.548314582474443
1156,Cleveland St,31.9101763972397,1.7048965461489485
